Categoría de indicador,Código indicador,Indicador,ISO3A código economía declarante,Economía declarante,ISO3A código economía asociada,Economía asociada,Clasificación de productos/sectores,Producto/Sector,Período,Frequencia,Código unidad,Unidad,Año,Valor
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Prendas y complementos (accesorios), de vestir, de punto",Anual,Anual,USD,Dólares EE.UU.,2019,4504.26
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Prendas y complementos (accesorios), de vestir, excepto los de punto",Anual,Anual,USD,Dólares EE.UU.,2019,2975.08
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Los demás artículos los textiles confeccionados; juegos; prendería y trapos,Anual,Anual,USD,Dólares EE.UU.,2019,2681.66
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Calzado, polainas y artículos análogos; partes de estos artículos",Anual,Anual,USD,Dólares EE.UU.,2019,13.26
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Sombreros, demás tocados y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,136.37
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas",Anual,Anual,USD,Dólares EE.UU.,2019,4333.52
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Vidrio y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,10414.6
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Perlas finas (naturales) o cultivadas, piedras preciosas o semipreciosas, metales preciosos, chapados de metal precioso (plaqué) y manufacturas de estas materias; bisutería; monedas",Anual,Anual,USD,Dólares EE.UU.,2019,775.95
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de fundición, hierro o acero",Anual,Anual,USD,Dólares EE.UU.,2019,189473.35
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Cobre y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,24.97
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Aluminio y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,13324.46
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común",Anual,Anual,USD,Dólares EE.UU.,2019,6159.67
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas de metal común,Anual,Anual,USD,Dólares EE.UU.,2019,73506.54
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Reactores nucleares, calderas, maquinas, aparatos y artefactos mecánicos; partes de estas maquinas o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,6216062.92
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Maquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios ",Anual,Anual,USD,Dólares EE.UU.,2019,2948686.19
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,1270203.06
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Aeronaves, vehículos espaciales y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,1477.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Barcos y demás artefactos flotantes,Anual,Anual,USD,Dólares EE.UU.,2019,33473.24
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Instrumentos y aparatos de óptica, fotografía y cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,556212.84
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Armas, municiones, y sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,1338.29
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; aparatos de alumbrado no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras luminosos y artículos si",Anual,Anual,USD,Dólares EE.UU.,2019,129285.09
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,1579.1
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas,Anual,Anual,USD,Dólares EE.UU.,2019,7426.13
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",SYC,Seychelles,MEX,México,Clasificación Sistema Armonizado,Azucares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,13810.665
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",SYC,Seychelles,MEX,México,Clasificación Sistema Armonizado,Caucho y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,1013.328582
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Frutas, legumbres, plantas",Anual,Anual,USD,Dólares EE.UU.,2019,3649000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Café, té",Anual,Anual,USD,Dólares EE.UU.,2019,219000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Especias, cereales & otras prep.",Anual,Anual,USD,Dólares EE.UU.,2019,930000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Semillas oleaginosas, grasas & aceites",Anual,Anual,USD,Dólares EE.UU.,2019,3506000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,123000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,5598000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Algodón,Anual,Anual,USD,Dólares EE.UU.,2019,8846000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Los demás productos agropecuarios,Anual,Anual,USD,Dólares EE.UU.,2019,626000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Pescado y sus productos,Anual,Anual,USD,Dólares EE.UU.,2019,19506000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,140935000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,60863000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,1494000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,2528000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Prendas de vestir,Anual,Anual,USD,Dólares EE.UU.,2019,2613000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,7531000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,161440000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,225221000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,147182000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,CHT,Taipei Chino,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,115405000.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos animales,Anual,Anual,USD,Dólares EE.UU.,2019,1267.55
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,productos lácteos,Anual,Anual,USD,Dólares EE.UU.,2019,13225630.53
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Frutas, legumbres, plantas",Anual,Anual,USD,Dólares EE.UU.,2019,11243998.71
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Café, té",Anual,Anual,USD,Dólares EE.UU.,2019,8329316.68
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Especias, cereales & otras prep.",Anual,Anual,USD,Dólares EE.UU.,2019,92057994.7
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Semillas oleaginosas, grasas & aceites",Anual,Anual,USD,Dólares EE.UU.,2019,1506433.27
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,25505197.31
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,101587325.3
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Algodón,Anual,Anual,USD,Dólares EE.UU.,2019,23576.94
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Los demás productos agropecuarios,Anual,Anual,USD,Dólares EE.UU.,2019,7817074.49
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Pescado y sus productos,Anual,Anual,USD,Dólares EE.UU.,2019,5701550.03
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,554810931.2
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Petróleo,Anual,Anual,USD,Dólares EE.UU.,2019,137248129.2
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,615258095.1
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,55430559.42
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,67803539.57
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Prendas de vestir,Anual,Anual,USD,Dólares EE.UU.,2019,10716298.82
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,27460752.11
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,411725532.4
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,789169541.7
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,844045610.5
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,COL,Colombia,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,98252853.52
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos animales,Anual,Anual,USD,Dólares EE.UU.,2019,41696798.73
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Frutas, legumbres, plantas",Anual,Anual,USD,Dólares EE.UU.,2019,26073558.08
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Café, té",Anual,Anual,USD,Dólares EE.UU.,2019,250944.2098
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Especias, cereales & otras prep.",Anual,Anual,USD,Dólares EE.UU.,2019,208792.5383
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Semillas oleaginosas, grasas & aceites",Anual,Anual,USD,Dólares EE.UU.,2019,242267.6248
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,498210.2286
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,2962880.413
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Los demás productos agropecuarios,Anual,Anual,USD,Dólares EE.UU.,2019,403951.9561
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Pescado y sus productos,Anual,Anual,USD,Dólares EE.UU.,2019,36019217.66
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,342289402.4
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,43955861.07
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,951448.184
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,12824576.12
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Prendas de vestir,Anual,Anual,USD,Dólares EE.UU.,2019,11157441.43
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,13772017.88
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,183678580.4
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,2739932428.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,14033693.44
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,HKG,"Hong Kong, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,113729922.1
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,237175.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Los demás productos agropecuarios,Anual,Anual,USD,Dólares EE.UU.,2019,3860.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Metales & minerales,Anual,Anual,USD,Dólares EE.UU.,2019,78727.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos químicos,Anual,Anual,USD,Dólares EE.UU.,2019,14145.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Madera, papel, etc",Anual,Anual,USD,Dólares EE.UU.,2019,1827.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Textiles,Anual,Anual,USD,Dólares EE.UU.,2019,12504.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Cueros, calzado, etc",Anual,Anual,USD,Dólares EE.UU.,2019,60789.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas no eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,2884531.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Máquinas eléctricas,Anual,Anual,USD,Dólares EE.UU.,2019,659708.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Material de transporte,Anual,Anual,USD,Dólares EE.UU.,2019,858926.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,KGZ,República Kirguisa,MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Manufacturas n.e.p.,Anual,Anual,USD,Dólares EE.UU.,2019,169882.0
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Productos animales,Anual,Anual,USD,Dólares EE.UU.,2019,1039586.0129999999
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Frutas, legumbres, plantas",Anual,Anual,USD,Dólares EE.UU.,2019,1109291.848
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Café, té",Anual,Anual,USD,Dólares EE.UU.,2019,3449.809796
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,"Especias, cereales & otras prep.",Anual,Anual,USD,Dólares EE.UU.,2019,14360.804430000002
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Azúcares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,48.2014299
Importaciones bilaterales,HS_M_0020,Importaciones bilaterales por categoría de productos NCM,MAC,"Macao, China",MEX,México,Aranceles - Clasificación de productos-Negociaciones Comerciales Multilaterales,Bebidas & tabaco,Anual,Anual,USD,Dólares EE.UU.,2019,496099.6493
