Categoría de indicador,Código indicador,Indicador,ISO3A código economía declarante,Economía declarante,ISO3A código economía asociada,Economía asociada,Clasificación de productos/sectores,Producto/Sector,Período,Frequencia,Código unidad,Unidad,Año,Valor
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,"Vehículos y material para vías férreas o similares, y sus partes; aparatos mecánicos (incluso electromecánicos) de señalización para vías de comunicación",Anual,Anual,USD,Dólares EE.UU.,2019,636300.7674
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,11519313.69
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,"Aeronaves, vehículos espaciales y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,293115.0241
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,Barcos y demás artefactos flotantes,Anual,Anual,USD,Dólares EE.UU.,2019,1587845.303
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,"Instrumentos y aparatos de óptica, fotografía y cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,89062982.93
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,Aparatos de relojería y sus partes,Anual,Anual,USD,Dólares EE.UU.,2019,17499.674890000002
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,Instrumentos musicales; sus partes y accesorios,Anual,Anual,USD,Dólares EE.UU.,2019,1063540.872
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; aparatos de alumbrado no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras luminosos y artículos si",Anual,Anual,USD,Dólares EE.UU.,2019,612239.0015
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,1389818.83
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas,Anual,Anual,USD,Dólares EE.UU.,2019,341470.6919
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",HKG,"Hong Kong, China",MEX,México,Clasificación Sistema Armonizado,Objetos de arte o colección y antigüedades,Anual,Anual,USD,Dólares EE.UU.,2019,796923.4488
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Café, té, yerba mate y especias",Anual,Anual,USD,Dólares EE.UU.,2019,1696.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Semillas y frutos oleaginosos; semillas y frutos diversos; plantas industriales o medicinales; paja y forrajes,Anual,Anual,USD,Dólares EE.UU.,2019,2164.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Bebidas, líquidos alcohólicos y vinagre",Anual,Anual,USD,Dólares EE.UU.,2019,237175.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética",Anual,Anual,USD,Dólares EE.UU.,2019,87.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Plástico y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,14058.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Caucho y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,60789.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Productos editoriales de la prensa y de las demás industrias graficas; textos manuscritos o mecanografiados y planos,Anual,Anual,USD,Dólares EE.UU.,2019,595.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Guata, fieltro y tela sin tejer; hilados especiales; cordeles, cuerdas y cordajes; artículos de cordelería",Anual,Anual,USD,Dólares EE.UU.,2019,1374.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Sombreros, demás tocados y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,4864.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de piedra, yeso fraguable, cemento, amianto (asbesto), mica o materias análogas",Anual,Anual,USD,Dólares EE.UU.,2019,5807.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Vidrio y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,73.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de fundición, hierro o acero",Anual,Anual,USD,Dólares EE.UU.,2019,39652.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Cobre y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,659.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Aluminio y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,408.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común",Anual,Anual,USD,Dólares EE.UU.,2019,1274.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas de metal común,Anual,Anual,USD,Dólares EE.UU.,2019,30854.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Reactores nucleares, calderas, maquinas, aparatos y artefactos mecánicos; partes de estas maquinas o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,2884531.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Maquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios ",Anual,Anual,USD,Dólares EE.UU.,2019,659708.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,868675.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Aeronaves, vehículos espaciales y sus partes",Anual,Anual,USD,Dólares EE.UU.,2019,1381.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Instrumentos y aparatos de óptica, fotografía y cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,163084.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; aparatos de alumbrado no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras luminosos y artículos si",Anual,Anual,USD,Dólares EE.UU.,2019,1654.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,135.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",KGZ,República Kirguisa,MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas,Anual,Anual,USD,Dólares EE.UU.,2019,1377.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Carne y despojos comestibles,Anual,Anual,USD,Dólares EE.UU.,2019,1039586.0129999999
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Pescados y crustáceos, moluscos y demás invertebrados acuáticos",Anual,Anual,USD,Dólares EE.UU.,2019,14522.88019
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Hortalizas, plantas, raíces y tubérculos alimenticios",Anual,Anual,USD,Dólares EE.UU.,2019,231025.3646
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Frutas y frutos comestibles; cortezas de agrios (cítricos), melones o sandias",Anual,Anual,USD,Dólares EE.UU.,2019,800653.7551
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Café, té, yerba mate y especias",Anual,Anual,USD,Dólares EE.UU.,2019,397.7547303
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Productos de la molinería; malta; almidón y fécula; inulina; gluten de trigo,Anual,Anual,USD,Dólares EE.UU.,2019,138.03699980000002
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Preparaciones de carne, pescado o de crustáceos, moluscos o demás invertebrados acuáticos",Anual,Anual,USD,Dólares EE.UU.,2019,49961.58755
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Azucares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,48.2014299
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Cacao y sus preparaciones,Anual,Anual,USD,Dólares EE.UU.,2019,3052.055066
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Preparaciones a base de cereales, harina, almidón, fécula o leche; productos de pastelería",Anual,Anual,USD,Dólares EE.UU.,2019,12915.25718
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Preparaciones de hortalizas, frutos u otros frutos o demás partes de plantas",Anual,Anual,USD,Dólares EE.UU.,2019,77612.72815
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Preparaciones alimenticias diversas,Anual,Anual,USD,Dólares EE.UU.,2019,1307.5102539999998
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Bebidas, líquidos alcohólicos y vinagre",Anual,Anual,USD,Dólares EE.UU.,2019,496099.6493
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Productos farmacéuticos,Anual,Anual,USD,Dólares EE.UU.,2019,190864.1562
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética",Anual,Anual,USD,Dólares EE.UU.,2019,54283.359970000005
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, productos de limpieza, velas y artículos similares, pastas para model",Anual,Anual,USD,Dólares EE.UU.,2019,45082.33895
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Plástico y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,313269.7669
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón",Anual,Anual,USD,Dólares EE.UU.,2019,702.8239347
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Prendas y complementos (accesorios), de vestir, de punto",Anual,Anual,USD,Dólares EE.UU.,2019,10757.59265
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Prendas y complementos (accesorios), de vestir, excepto los de punto",Anual,Anual,USD,Dólares EE.UU.,2019,437868.4807
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Los demás artículos los textiles confeccionados; juegos; prendería y trapos,Anual,Anual,USD,Dólares EE.UU.,2019,3724.520774
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Plumas y plumón preparados y artículos de plumas o plumón; flores artificiales; manufacturas de cabello,Anual,Anual,USD,Dólares EE.UU.,2019,78.4357459
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Vidrio y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,81712.69965
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Manufacturas de fundición, hierro o acero",Anual,Anual,USD,Dólares EE.UU.,2019,1828.432648
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Herramientas y útiles, artículos de cuchillería y cubiertos de mesa, de metal común; partes de estos artículos, de metal común",Anual,Anual,USD,Dólares EE.UU.,2019,2931.6134469999997
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas de metal común,Anual,Anual,USD,Dólares EE.UU.,2019,1043.951278
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Reactores nucleares, calderas, maquinas, aparatos y artefactos mecánicos; partes de estas maquinas o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,107076.5647
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Maquinas, aparatos y material eléctrico, y sus partes; aparatos de grabación o reproducción de sonido, aparatos de grabación o reproducción de imagen y sonido en televisión, y las partes y accesorios ",Anual,Anual,USD,Dólares EE.UU.,2019,859334.2255
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Vehículos automóviles, tractores, velocípedos y demás vehículos terrestres; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,786801.7298
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Instrumentos y aparatos de óptica, fotografía y cinematografía, de medida, control o precisión; instrumentos y aparatos medicoquirúrgicos; partes y accesorios de estos instrumentos o aparatos",Anual,Anual,USD,Dólares EE.UU.,2019,128804.0098
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Muebles; mobiliario medicoquirúrgico; artículos de cama y similares; aparatos de alumbrado no expresados ni comprendidos en otra parte; anuncios, letreros y placas indicadoras luminosos y artículos si",Anual,Anual,USD,Dólares EE.UU.,2019,5195.221987
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,"Juguetes, juegos y artículos para recreo o deporte; sus partes y accesorios",Anual,Anual,USD,Dólares EE.UU.,2019,557978.6377
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MAC,"Macao, China",MEX,México,Clasificación Sistema Armonizado,Manufacturas diversas,Anual,Anual,USD,Dólares EE.UU.,2019,463.9232742
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Frutas y frutos comestibles; cortezas de agrios (cítricos), melones o sandias",Anual,Anual,USD,Dólares EE.UU.,2019,308.86
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Café, té, yerba mate y especias",Anual,Anual,USD,Dólares EE.UU.,2019,288.23
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Gomas, resinas y demás jugos y extractos vegetales",Anual,Anual,USD,Dólares EE.UU.,2019,1413.11
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Grasas y aceites animales o vegetales; productos de su desdoblamiento; grasas alimenticias elaboradas; ceras de origen animal o vegetal,Anual,Anual,USD,Dólares EE.UU.,2019,18458.01
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Azucares y artículos de confitería,Anual,Anual,USD,Dólares EE.UU.,2019,74566.83
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Cacao y sus preparaciones,Anual,Anual,USD,Dólares EE.UU.,2019,473231.87
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Preparaciones a base de cereales, harina, almidón, fécula o leche; productos de pastelería",Anual,Anual,USD,Dólares EE.UU.,2019,13.59
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Preparaciones alimenticias diversas,Anual,Anual,USD,Dólares EE.UU.,2019,2025.89
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Bebidas, líquidos alcohólicos y vinagre",Anual,Anual,USD,Dólares EE.UU.,2019,249004.6
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Sal; azufre; tierras y piedras; yesos, cales y cementos",Anual,Anual,USD,Dólares EE.UU.,2019,561.22
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Combustibles minerales, aceites minerales y productos de su destilación; materias bituminosas; ceras minerales",Anual,Anual,USD,Dólares EE.UU.,2019,761.37
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Productos químicos orgánicos,Anual,Anual,USD,Dólares EE.UU.,2019,2319840.0
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Productos farmacéuticos,Anual,Anual,USD,Dólares EE.UU.,2019,35069.08
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Extractos curtientes o tintóreos; taninos y sus derivados; pigmentos y demás materias colorantes; pinturas y barnices; mastiques; tintas,Anual,Anual,USD,Dólares EE.UU.,2019,24288.75
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética",Anual,Anual,USD,Dólares EE.UU.,2019,101583.13
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, productos de limpieza, velas y artículos similares, pastas para model",Anual,Anual,USD,Dólares EE.UU.,2019,4770.5
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Materias albuminoideas; productos a base de almidón o de fécula modificados; colas; enzimas,Anual,Anual,USD,Dólares EE.UU.,2019,90.02
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Plástico y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,106470.29
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Caucho y sus manufacturas,Anual,Anual,USD,Dólares EE.UU.,2019,103169.7
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Manufacturas de cuero; artículos de talabartería o guarnicionaría; artículos de viaje, bolsos de mano (carteras) y continentes similares; manufacturas de tripa",Anual,Anual,USD,Dólares EE.UU.,2019,25367.29
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,Manufacturas de espartería o cestería,Anual,Anual,USD,Dólares EE.UU.,2019,256.11
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Papel y cartón; manufacturas de pasta de celulosa, de papel o cartón",Anual,Anual,USD,Dólares EE.UU.,2019,2761.77
Importaciones bilaterales,HS_M_0010,"Importaciones bilaterales por códigos detallados del SA (2, 4, 6 dígitos)",MNG,Mongolia,MEX,México,Clasificación Sistema Armonizado,"Guata, fieltro y tela sin tejer; hilados especiales; cordeles, cuerdas y cordajes; artículos de cordelería",Anual,Anual,USD,Dólares EE.UU.,2019,1974.25
